Rainfall (mm),Temperature (°C),Humidity (%),Flood Occurred,,,,,,,,,,
264.7042835519260,15.727588081297700,49.25102647262050,1,,,,,,,,,,
248.56542253951200,26.91811955525970,39.45137197730740,1,,,,,,,,,,
195.61974590558300,29.478212417770200,92.23225893222300,1,,,,,,,,,,
137.52414953765900,20.076906927003800,97.59398757105760,1,,,,,,,,,,
279.8868126426240,16.321450084876500,48.61302040785670,1,,,,,,,,,,
249.22396641616700,20.673764492942100,28.984858325784000,0,,,,,,,,,,
149.79454442437300,35.37308285509720,37.8029861693145,1,,,,,,,,,,
210.56200633629300,17.467310317536200,73.65338767897520,1,,,,,,,,,,
170.07898565390500,31.651110916709800,33.83466959666650,0,,,,,,,,,,
176.38267151647900,19.392359637245,82.40978184487910,0,,,,,,,,,,
99.29282083124140,20.87067520741260,93.84241918997710,0,,,,,,,,,,
138.62538138746900,26.79233649800100,97.09212120630780,1,,,,,,,,,,
23.43642923692330,18.02476008161190,20.746040477991300,1,,,,,,,,,,
107.20460749937800,20.196105083466400,96.65233319635330,1,,,,,,,,,,
208.74855460864600,25.46857234354060,79.21555353036940,0,,,,,,,,,,
285.9648091518560,24.890070164951000,26.724018581104200,0,,,,,,,,,,
288.9192338289060,37.47814457027200,53.219237502298100,0,,,,,,,,,,
166.7168607374680,17.24346915379270,76.00363796636070,0,,,,,,,,,,
181.98667554287500,40.8135220699903,96.53483941288390,0,,,,,,,,,,
55.716355650290300,39.48696512218370,33.13131148891140,1,,,,,,,,,,
208.59243242805900,37.979749190758200,30.218662554156300,1,,,,,,,,,,
21.19763780231590,24.281170873894000,57.78776426095030,1,,,,,,,,,,
85.40570573983340,39.686453566223600,97.44791149907910,0,,,,,,,,,,
200.50900418563300,20.484062408678400,97.71033722064080,0,,,,,,,,,,
93.0930394630468,18.732276175650800,38.23317928423280,1,,,,,,,,,,
14.954062234336300,16.34869000468460,45.54777183771660,0,,,,,,,,,,
249.56112280528900,43.17931089016730,92.64255885157240,1,,,,,,,,,,
93.09900214036890,24.240326931158200,78.78731926816510,1,,,,,,,,,,
18.931567457603500,42.52853640533720,97.78531429260950,0,,,,,,,,,,
22.436449350859600,23.178406845579900,91.45186904124440,1,,,,,,,,,,
75.52763963662610,42.22697878009050,37.20768402509950,1,,,,,,,,,,
53.40478416645790,42.117871585382600,80.77814875301470,1,,,,,,,,,,
232.29003533404500,42.71028135032140,23.88521852480930,1,,,,,,,,,,
96.50521400011030,29.884603178525800,85.42662229931790,0,,,,,,,,,,
241.40873551195000,40.97838860396680,68.12454099556870,0,,,,,,,,,,
52.15379934694580,43.5229768850196,96.48807701091690,0,,,,,,,,,,
147.86375386322500,24.738508256915400,96.80259643752630,0,,,,,,,,,,
206.41114006593900,27.566232170476700,24.065208721948400,1,,,,,,,,,,
195.59725615975600,36.57720562007230,32.841718844461400,0,,,,,,,,,,
180.33882297908100,24.010794651699000,58.73656378549530,0,,,,,,,,,,
277.4464805793510,37.61427926737980,90.35948199569190,0,,,,,,,,,,
68.55754431202330,17.216764356406000,85.15561138368450,1,,,,,,,,,,
148.11576133863200,30.704951528656300,97.14960210814230,1,,,,,,,,,,
265.1977650217230,18.669404522512400,69.44672936890730,0,,,,,,,,,,
23.368129678547100,23.79970429310030,40.52508156492970,1,,,,,,,,,,
16.766480475922600,22.75876177459420,22.008531160414200,1,,,,,,,,,,
69.99068626748740,40.16796220688000,37.83411925764390,1,,,,,,,,,,
189.90636586140600,20.805517662185900,74.02185583629000,1,,,,,,,,,,
77.96388793494210,39.253437604773600,94.10198586744100,1,,,,,,,,,,
57.07196514263970,38.81881037723770,45.67229338466120,0,,,,,,,,,,
137.64069460748800,29.966491666716900,90.05634642314360,0,,,,,,,,,,
184.07942063082300,22.01529766788390,51.59185986729250,0,,,,,,,,,,
74.56731210502210,21.80689019868670,44.661699949484000,0,,,,,,,,,,
90.20735601712260,28.947739413475400,60.707539424465400,0,,,,,,,,,,
184.06779144345400,15.26427022180550,55.38187939276920,0,,,,,,,,,,
283.7215265968360,30.940522638341000,93.10398948136150,0,,,,,,,,,,
202.42251823142600,43.583385773011700,57.46055579265010,0,,,,,,,,,,
234.871243075368,19.641206455877900,42.18683097784600,0,,,,,,,,,,
110.04302842664100,32.2003686442681,87.40524620015230,0,,,,,,,,,,
81.67630781533980,43.8533606593337,99.89996093276530,0,,,,,,,,,,
136.28032296078700,40.815664184748,71.85371353450590,0,,,,,,,,,,
242.1398486135020,40.511403491440200,40.036909514908700,0,,,,,,,,,,
136.88989253716700,39.655497911885700,39.10520616105430,0,,,,,,,,,,
254.0176226369580,24.27070818168560,24.616535697220800,0,,,,,,,,,,
296.6315942085380,41.71850493800440,26.18344308112680,0,,,,,,,,,,
21.607999719100900,43.240210536995100,93.198647614621,0,,,,,,,,,,
13.623046825111100,29.87377269897120,27.718968563964000,1,,,,,,,,,,
44.876910874008500,25.637131417783800,58.7475078621423,0,,,,,,,,,,
115.31090272030400,27.426870468175700,75.84974237545430,0,,,,,,,,,,
39.31266274362970,25.026193254938000,88.02838262188830,1,,,,,,,,,,
261.1993432856270,21.372553260736200,33.70167602029820,0,,,,,,,,,,
6.943875308119140,33.55345410758670,55.022294330028500,0,,,,,,,,,,
94.73781490074680,31.877906587359700,40.1184156011022,1,,,,,,,,,,
55.4083888482616,28.87755213117830,40.46584719732810,1,,,,,,,,,,
279.4617990472600,17.875361600545000,44.30714459893410,0,,,,,,,,,,
200.8443014670080,38.90678894118,66.96929715347740,0,,,,,,,,,,
273.60907693541200,20.248006882523700,21.326197734847100,0,,,,,,,,,,
291.698613093118,18.436861301881400,52.70130290524220,0,,,,,,,,,,
149.12947310321100,33.69214186448840,34.946410818623400,1,,,,,,,,,,
70.29573241440790,26.959330837131700,97.36948068101080,0,,,,,,,,,,
58.11863585897680,16.794254260569900,66.61833274002480,0,,,,,,,,,,
66.87565850575220,25.667050648831700,89.4476375064258,1,,,,,,,,,,
212.57799228660100,38.15341056854890,35.65519894156900,0,,,,,,,,,,
12.133718436900200,33.457476156512900,84.80125594590300,0,,,,,,,,,,
15.40832190981450,25.883580689609900,53.182596904418700,0,,,,,,,,,,
182.442882714945,20.75414374903760,34.21557510795220,0,,,,,,,,,,
192.61714402122200,33.9538686241432,80.89961619105860,1,,,,,,,,,,
199.578877296738,41.62665902839070,80.96088780922250,1,,,,,,,,,,
111.56415137657700,34.38818154047740,99.67103254912490,1,,,,,,,,,,
241.78346661424600,39.387115639506700,82.47498094385310,1,,,,,,,,,,
160.08737631798500,30.64583515663110,31.621379834170200,1,,,,,,,,,,
31.639689002825800,36.539133202230900,45.80357934285830,1,,,,,,,,,,
239.12979212020400,41.886803213350600,56.13815338329170,0,,,,,,,,,,
285.9203358811380,38.19536934775970,30.132224456783600,0,,,,,,,,,,
18.010893900707600,42.29561860194440,83.04311795582510,1,,,,,,,,,,
117.40540161017400,27.934188063481800,62.13588303300690,0,,,,,,,,,,
146.25481345042400,42.1266076538117,95.55596552766030,1,,,,,,,,,,
43.941228023495100,33.647017034451200,67.14465156206560,1,,,,,,,,,,
260.31268433486300,41.10146298245080,61.83192669906030,1,,,,,,,,,,
85.2448934670132,16.181295913135100,25.714012234629100,0,,,,,,,,,,
234.90256198144800,34.73557145740610,31.947672395566200,0,,,,,,,,,,
201.2983446084950,40.43925236633700,87.96208614113210,0,,,,,,,,,,
179.41374674010700,20.226061009296000,99.25407822606470,0,,,,,,,,,,
57.64285460896630,34.8536080039477,53.21433087186160,0,,,,,,,,,,
66.21105616527170,39.74864142649900,84.80688669799430,0,,,,,,,,,,
14.204521423970800,23.638481088979100,70.20686130645210,1,,,,,,,,,,
72.2137289346799,27.15738983719180,96.72474189373710,0,,,,,,,,,,
103.63308283815400,32.08553155497660,39.05097883552750,0,,,,,,,,,,
249.9435911587280,30.57503066653690,63.58685944063540,1,,,,,,,,,,
109.9178000144420,16.17568179111410,52.703665467407600,1,,,,,,,,,,
226.38653482968200,17.960162942562400,63.33727807544120,0,,,,,,,,,,
131.83268438864600,18.01399737913080,41.508646673508400,0,,,,,,,,,,
235.46049359816700,22.86803716497530,59.819693017259500,1,,,,,,,,,,
292.88148013111200,22.375923384073500,69.98433173798120,1,,,,,,,,,,
71.95246741727400,37.26667151360400,26.497270719959400,1,,,,,,,,,,
258.70248358916300,32.18233158048430,79.43898038460990,0,,,,,,,,,,
186.5472258917320,37.91928253935720,76.52183705283340,0,,,,,,,,,,
245.18827847659600,17.096881722326100,90.43660811611880,0,,,,,,,,,,
195.47577068034200,29.55642712414800,54.06852414479400,1,,,,,,,,,,
127.18485218224500,24.713267377958100,24.933530609177400,1,,,,,,,,,,
68.4224818325371,40.49817932267240,56.916890321735000,1,,,,,,,,,,
21.010567599349500,36.2336747072971,31.008733764956900,0,,,,,,,,,,
160.6555093382150,41.07775412480390,71.79574508174540,1,,,,,,,,,,
297.0978283580600,16.392813672181800,23.770521930504500,1,,,,,,,,,,
221.41254150426200,36.624704686998000,49.91971249821560,1,,,,,,,,,,
98.20366241970500,31.20025056478730,26.62743187899960,1,,,,,,,,,,
248.16144002602100,39.75000087046700,20.269314725728300,1,,,,,,,,,,
230.69520005292200,30.21481772777460,96.84457791212740,0,,,,,,,,,,
84.49073800603700,31.206272337057300,99.69018784210240,1,,,,,,,,,,
4.292246938270410,16.553021428262000,64.44023612254500,1,,,,,,,,,,
35.44879156018490,35.055685951079,39.116467995638700,0,,,,,,,,,,
263.1918570936170,23.1941962681515,92.88792294469260,1,,,,,,,,,,
250.96891059146200,15.590817665364600,93.84292776608850,0,,,,,,,,,,
88.56270026350870,16.9931148751809,88.36071129365650,0,,,,,,,,,,
85.55862788532610,43.718568268980800,63.54959876539060,0,,,,,,,,,,
237.85949613074100,25.382318687395400,25.976172871682200,0,,,,,,,,,,
281.3212409686270,41.04226885863480,27.075114202943800,1,,,,,,,,,,
233.74117703928,43.79031702207770,91.72958301701240,1,,,,,,,,,,
181.67360310922800,43.29801566511970,90.06614779657840,0,,,,,,,,,,
72.80140509954140,41.4517572209826,54.751779934497400,1,,,,,,,,,,
157.7243742285780,41.84531737383900,46.252369558114000,1,,,,,,,,,,
70.05355757797940,23.670241330228500,71.52991361152820,1,,,,,,,,,,
242.4034260290320,19.54409670781080,84.559035860442,0,,,,,,,,,,
116.08832385532100,34.17787686263770,78.53479536414570,1,,,,,,,,,,
250.10916509820800,29.643167756064700,69.24823504405650,1,,,,,,,,,,
114.48276539481800,17.96240156085510,38.52088355558650,1,,,,,,,,,,
247.2448215599670,35.32623948067230,41.00038953765720,1,,,,,,,,,,
99.99534454957260,31.885800224543200,77.92539851181610,0,,,,,,,,,,
132.03981138530100,40.89202202431320,84.20958819608250,1,,,,,,,,,,
184.64652580279700,33.27551387065200,29.290815047967200,0,,,,,,,,,,
21.086284208975600,32.21838539165260,34.983763816904500,1,,,,,,,,,,
284.46211854463900,28.222551699978800,74.43762097418970,0,,,,,,,,,,
172.08173583714100,28.88361209666610,51.118926997712100,0,,,,,,,,,,
152.34600440724100,43.63143680937350,65.06342938168250,1,,,,,,,,,,
251.81819133597400,19.15338028200720,69.18519621245090,1,,,,,,,,,,
259.7288189690480,28.386564557465600,82.09627738138660,1,,,,,,,,,,
156.6781213587050,34.67481701780530,84.4573560573526,0,,,,,,,,,,
278.1786977380910,27.99031936771200,42.40769962091650,1,,,,,,,,,,
19.421329822944200,23.496468811222700,63.30373831377370,0,,,,,,,,,,
33.967737675365300,23.620721122885600,29.88191508975040,1,,,,,,,,,,
179.03646900433200,22.009681387731500,87.3612134958039,1,,,,,,,,,,
106.2197585380750,25.317096017492700,87.63583506665570,1,,,,,,,,,,
139.26754985676000,41.15024326750700,43.96045751995650,0,,,,,,,,,,
98.42376536915000,30.156736509689900,32.8496165937634,0,,,,,,,,,,
121.41759343348100,22.207161842334600,25.607342256021300,0,,,,,,,,,,
246.79390414389000,26.53580151079600,65.99811535292690,1,,,,,,,,,,
178.0428599562910,18.17491236235700,27.314248031990400,1,,,,,,,,,,
299.2033647850500,42.12107219216210,74.447587569648,1,,,,,,,,,,
236.0637593462890,27.24593496274300,74.2501120827317,1,,,,,,,,,,
82.09987623054800,44.411736137792300,69.11899257053000,0,,,,,,,,,,
79.30353531800890,25.426163197875600,90.12484014904760,0,,,,,,,,,,
100.76948103510200,40.09068141681360,50.262455418330500,0,,,,,,,,,,
252.9778441943230,22.691559398743600,92.18156660996620,0,,,,,,,,,,
8.186295195169680,17.284586801328100,22.954029507690500,0,,,,,,,,,,
69.05438366137730,15.95200085021400,29.0205590337126,1,,,,,,,,,,
271.47552610328000,33.18505279934350,52.97644500147550,1,,,,,,,,,,
191.9689308249760,24.34721015020770,67.51944149508590,0,,,,,,,,,,
68.05412865031690,28.305596414274900,22.59005093114930,0,,,,,,,,,,
65.7434904697741,39.55941106802390,65.39475771394110,1,,,,,,,,,,
258.78543052782900,22.443242570844100,44.59186531864250,0,,,,,,,,,,
268.1272524831140,24.259574302047400,90.97174462494630,1,,,,,,,,,,
76.83932728863460,40.36008555176000,62.66276733349850,1,,,,,,,,,,
126.15310742296000,29.782868200305100,67.0315126573947,0,,,,,,,,,,
250.37872158849500,39.829955011574600,95.64974488919070,0,,,,,,,,,,
231.30223158296600,26.23428010398950,81.13368213236750,1,,,,,,,,,,
244.17483196982500,26.951099424813300,55.06186129174130,1,,,,,,,,,,
155.51945723639100,20.014150853347700,58.15036919648160,0,,,,,,,,,,
273.46471449155200,42.49037560784900,71.83390948475190,0,,,,,,,,,,
97.78546318633060,41.90351082037830,36.01593733204110,0,,,,,,,,,,
47.00164030425540,44.526510436943200,27.09206723952980,1,,,,,,,,,,
212.61969976945900,27.073413815091300,44.89892127564950,0,,,,,,,,,,
161.8063248020690,39.55844825275930,82.27062383489840,0,,,,,,,,,,
256.3757306428440,27.448611950163600,40.58590390159610,0,,,,,,,,,,
24.347774737414500,28.628963667629200,30.460736026873600,1,,,,,,,,,,
253.10772103142000,39.89998180784470,37.521807876980800,0,,,,,,,,,,
87.98839596264670,20.321003126592000,74.31783296045650,1,,,,,,,,,,
196.4567001504550,21.60932803385260,69.1158445354815,1,,,,,,,,,,
12.038636723476700,24.441847211874500,75.06519978371490,0,,,,,,,,,,
182.8743888910800,38.645370975001700,45.75664981443060,0,,,,,,,,,,
215.1815067562010,26.179546481042500,92.06849015466170,0,,,,,,,,,,
110.62506435168600,25.745046248422800,56.141628586251600,1,,,,,,,,,,
64.62321157864210,44.964490357657300,61.09704255415550,0,,,,,,,,,,
161.2892029810640,26.514184292984400,95.90463808017020,0,,,,,,,,,,
249.95724133069400,22.43311608946760,98.34218143559810,0,,,,,,,,,,
97.06420748899530,33.6964103460283,72.92341807332410,1,,,,,,,,,,
75.74078925638390,39.056398558650000,95.58505540606330,1,,,,,,,,,,
83.68059259130630,17.088235011694800,63.32059090723550,1,,,,,,,,,,
284.7396458749990,33.56676693415430,44.58263564534170,1,,,,,,,,,,
107.7830747293680,16.072063676406700,45.207428477323300,1,,,,,,,,,,
1.0812719664861500,30.78997052938550,64.71524719058760,1,,,,,,,,,,
234.50436238788600,22.709746912734300,68.40288965241590,1,,,,,,,,,,
209.78243860061700,24.19925093019560,55.16936559357990,1,,,,,,,,,,
38.57047938089070,29.01287891947150,90.70171868094750,1,,,,,,,,,,
295.47127474047400,42.81322382236760,54.135689497084000,1,,,,,,,,,,
182.41868559153300,36.3200191976363,41.87389175981340,0,,,,,,,,,,
150.23384728218000,43.10536788853490,20.638550267483200,1,,,,,,,,,,
114.66578028686700,34.799130136760300,97.64554225261100,0,,,,,,,,,,
269.6018266690910,15.21323241263580,85.94506265143560,1,,,,,,,,,,
73.18904442556900,22.96755592043030,69.24476677482630,0,,,,,,,,,,
85.73067006597060,42.173177331611200,86.44338031227690,1,,,,,,,,,,
36.72324200597010,34.30336562903230,84.82313842007550,0,,,,,,,,,,
227.735728675278,44.449417097108200,94.54806241806600,0,,,,,,,,,,
178.66478412175600,19.67892057654890,50.885414668830000,1,,,,,,,,,,
182.7198507763500,23.902434993195600,64.38817936687530,1,,,,,,,,,,
65.54112930583910,25.87102978551110,27.890241897619700,0,,,,,,,,,,
195.35051673812500,24.796734545019300,97.22523405751790,0,,,,,,,,,,
229.6375341740590,22.559745904496400,98.81016554260000,1,,,,,,,,,,
107.36655921770700,28.303971472703300,83.12673983449610,0,,,,,,,,,,
240.40414318851400,34.268943701081100,56.32967865186690,1,,,,,,,,,,
104.63717655960600,24.33770768660090,59.725340073148600,1,,,,,,,,,,
227.4415384527860,17.390997699427700,54.82935463902860,0,,,,,,,,,,
10.119032237315700,36.2559758067949,43.464850921778400,1,,,,,,,,,,
165.3493804420960,28.77049667343810,62.22331244390130,1,,,,,,,,,,
290.857968191966,31.694469182701900,24.275605560045300,1,,,,,,,,,,
294.3733802047170,28.662019714917500,99.35096495497350,1,,,,,,,,,,
84.52577350252220,41.710725103647300,53.92401081313130,0,,,,,,,,,,
132.41972732410700,31.7623499149914,94.1893267229685,0,,,,,,,,,,
18.893372395989900,42.69830519555250,77.94171685280030,1,,,,,,,,,,
262.0023922813800,30.317260246680000,43.19543334911470,1,,,,,,,,,,
170.57164594206400,23.777644867208500,37.76420945396820,1,,,,,,,,,,
115.5302036821550,25.6632776152859,99.6540347009885,1,,,,,,,,,,
33.831167546745900,30.66387880754360,81.77010840432290,1,,,,,,,,,,
284.03018564906700,30.89968313415030,39.97291793194730,0,,,,,,,,,,
159.0657143462980,35.620131046468500,25.395603854180800,0,,,,,,,,,,
84.87837872487120,21.734846165598900,75.7533236241103,1,,,,,,,,,,
105.06453903945300,34.76528699896510,44.24131654488610,1,,,,,,,,,,
81.2091542766443,38.357640251422600,37.706465010217400,0,,,,,,,,,,
180.5429426570940,35.297759684009700,78.79499321194690,0,,,,,,,,,,
278.98907273415300,29.454843294527700,74.34090581234780,0,,,,,,,,,,
257.00814099796900,44.750419533505000,58.51301398081530,0,,,,,,,,,,
138.11426262779300,27.144394773876500,95.41247462162990,0,,,,,,,,,,
247.94980869030200,18.197718437394900,74.37106928459930,0,,,,,,,,,,
126.93164438289900,39.64512646222030,91.47356484959270,1,,,,,,,,,,
75.6921422275914,21.366036566412500,35.244235387977500,1,,,,,,,,,,
295.02453457992800,36.39856718707330,43.731672806471100,0,,,,,,,,,,
91.16627039124660,20.369288481453800,28.36161069549830,0,,,,,,,,,,
97.11726929607250,15.506321725738200,44.36639982976280,1,,,,,,,,,,
296.9078603359570,19.79395811367080,97.74226633651040,1,,,,,,,,,,
40.17824794969650,26.309660897274700,97.02849968738410,1,,,,,,,,,,
228.16019640290900,18.198547413893900,80.83090836407930,1,,,,,,,,,,
280.743827544818,20.93037252707050,61.68386102263660,0,,,,,,,,,,
153.5384982826260,37.93878833053180,82.4623839033796,1,,,,,,,,,,
0.7565285108460110,38.09650823931390,64.27895609709760,0,,,,,,,,,,
112.51768323393200,39.5246468157293,20.28068037371550,0,,,,,,,,,,
33.470697715448100,40.234657096427800,60.123765915489200,0,,,,,,,,,,
124.85629828010900,27.613076838412700,67.9138756808842,1,,,,,,,,,,
237.0080284926850,41.02648982080590,41.25986860024030,0,,,,,,,,,,
131.61346466514000,30.778106250421300,36.26348513933290,1,,,,,,,,,,
129.57753640377700,29.117913508080200,41.904727584452100,0,,,,,,,,,,
167.036843075654,36.556089869873300,69.89021996142930,0,,,,,,,,,,
174.50717542430400,21.414552340797200,31.6851291948442,0,,,,,,,,,,
256.8888926396910,38.68492130482420,77.62626410636000,0,,,,,,,,,,
92.50663176868540,27.883974796986100,53.81398567692880,0,,,,,,,,,,
246.5013793104050,18.818862420112800,48.26782873642600,0,,,,,,,,,,
169.78012460761400,18.57935740550900,84.57850333442820,0,,,,,,,,,,
90.1588649151441,19.947202315401000,60.48505995492210,0,,,,,,,,,,
88.53781320182310,41.71718202731350,50.27204489527430,0,,,,,,,,,,
108.34125513171700,44.72813466777140,90.25237724484840,0,,,,,,,,,,
186.80797278599300,25.709213976038500,49.46013057595810,1,,,,,,,,,,
69.24351940798480,23.764315566158900,88.72002263546960,1,,,,,,,,,,
276.10006850168000,21.56312917783010,60.33589587700470,1,,,,,,,,,,
